playerID,year,team
polonlu01,2000,NYY
willima03,2000,NYY
josefe01,2000,NYY
bruskji01,2000,MIL
jonesch04,2000,MIL
jensema01,2000,MIN
unroeti01,2000,ATL
kamiesc01,2000,ATL
weisswa01,2000,ATL
amarari01,2000,ATL
steveda01,2000,ATL
mcmicgr01,2000,ATL
sauveri01,2000,OAK
stanlmi02,2000,OAK
jonesdo01,2000,OAK
sextoch01,2000,CIN
sprinde01,2000,NYM
ledesaa01,2000,COL
mcclasc01,2000,COL
mendoca01,2000,COL
wettejo01,2000,TEX
hernaca01,2000,SEA
mantoje01,2000,CLE
whitema01,2000,CLE
newmaal02,2000,CLE
berryse01,2000,CLE
smithbr03,2000,PIT
cruziv01,2000,PIT
husonje01,2000,CHC
rainst01,2000,CHC
greenwi01,2000,CHC
palacvi01,2000,CHC
youngda01,2000,CHC
brockta01,2000,CHC
aguilri01,2000,CHC
thompma01,2000,STL
jeffegr01,2000,DET
beckeri01,2000,DET
morriha02,2000,DET
grosski01,2000,HOU
zoskyed01,2000,HOU
ramirhe01,2000,HOU
crometr01,2000,HOU
rayke01,2000,SFG
pritcch01,2000,PHI
vitiejo01,2000,SDP
willige01,2000,SDP
roskojo01,2000,SDP
stockke01,2000,ANA
weaveer01,2000,ANA
berroge01,2000,LAD
elsteke01,2000,LAD
leyriji01,2000,LAD
webstle01,2000,MON
larkian01,2000,KCR
cartela02,2000,KCR
bochtdo01,2000,KCR
holmeda01,2000,ARI
mieskma01,2000,ARI
brosisc01,2001,NYY
oneilpa01,2001,NYY
paintla01,2001,MIL
whitede03,2001,MIL
leitema01,2001,MIL
fernato01,2001,TOR
caminke01,2001,ATL
seelbch02,2001,ATL
valdema01,2001,ATL
gilkebe01,2001,ATL
verasqu01,2001,BOS
saberbr01,2001,BOS
beckro01,2001,BOS
coneda01,2001,BOS
olivejo01,2001,BOS
hillke01,2001,BOS
bicheda01,2001,BOS
heredgi01,2001,OAK
cromedt01,2001,CIN
rodrifr02,2001,CIN
hinchbr01,2001,NYM
stronjo01,2001,FLA
ripkeca01,2001,BAL
blairwi01,2001,DET
sheldsc01,2001,TEX
smartjd01,2001,TEX
curtich01,2001,TEX
javiest01,2001,SEA
buhneja01,2001,SEA
wehnejo01,2001,PIT
taylobi01,2001,PIT
tapanke01,2001,CHC
gardnma01,2001,SFG
daviser01,2001,SFG
bonilbo01,2001,STL
lewisma01,2001,CLE
slusajo01,2001,HOU
botteke01,2001,HOU
eusebto01,2001,HOU
baineha01,2001,CHW
eldreca01,2001,CHW
beltrri01,2001,PHI
wasdijo01,2001,PHI
wardtu01,2001,PHI
loeweca01,2001,SDP
mcelrch01,2001,SDP
magadda01,2001,SDP
gwynnto01,2001,SDP
rapppa01,2001,ANA
johnsbr01,2001,LAD
shawje01,2001,LAD
joneste02,2001,MON
seguife01,2001,MON
duceyro01,2001,MON
sprinru01,2001,ARI
knotter01,2001,ARI
wittbo01,2001,ARI
meachru01,2001,TBD
daviska01,2002,NYM
dingmcr01,2002,NYY
ariasal01,2002,NYY
lankfra01,2002,SDP
harikti01,2002,MIL
nomurta01,2002,MIL
newhada01,2002,LAD
maureda01,2002,CLE
nelsobr01,2002,BOS
henderi01,2002,BOS
smithtr01,2002,STL
pichahi01,2002,HOU
brocado01,2002,HOU
carusmi01,2002,KCR
baileco01,2002,KCR
suzukma01,2002,KCR
raineti01,2002,FLA
brockch01,2002,BAL
pridecu01,2002,PIT
whitema02,2002,COL
mercahe01,2003,PHI
pridecu01,2003,NYY
rayke01,2003,MIL
fettemi01,2003,MIN
ohmeke01,2003,STL
sprinru01,2003,STL
santoan01,2003,CLE
johnsro06,2003,ATL
francma01,2003,ATL
holmeda01,2003,ATL
astacpe01,2003,NYM
serafda01,2003,CIN
manzajo01,2003,CIN
balejo01,2003,CIN
martial01,2003,TBD
barnela01,2003,LAD
mullesc01,2003,LAD
mercejo02,2003,MON
mosquju01,2003,SEA
meyerch02,2003,SEA
burkhmo01,2003,KCR
lloydgr01,2003,KCR
galaran01,2003,SFG
aybarma01,2003,SFG
carrahe01,2003,BAL
pulsibi01,2003,BAL
riverru01,2003,BAL
romerma01,2003,COL
richach01,2003,COL
olerujo01,2004,NYY
spencsh01,2004,NYY
hernaad01,2004,MIL
fordbe01,2004,MIL
pulidca01,2004,MIN
nakammi01,2004,TOR
maureda01,2004,TOR
hermach01,2004,TOR
fredeke01,2004,TOR
estalbo01,2004,TOR
hentgpa01,2004,TOR
sanchje01,2004,TOR
lopezlu01,2004,ATL
jonesbo03,2004,BOS
leskacu01,2004,BOS
kaplega01,2004,BOS
burksel01,2004,BOS
thomabr01,2004,BOS
shielja01,2004,BOS
urdanli01,2004,DET
louxsh01,2004,DET
braggda01,2004,CIN
vandejo02,2004,CIN
larkiba01,2004,CIN
batisto01,2004,WSN
zeileto01,2004,NYM
mordemi01,2004,FLA
