playerID,name,year,team
garcije01,Jesse Garcia,2005,SDP
davisjj01,J.J. Davis,2005,COL
mordemi01,Mike Mordecai,2005,FLA
lopezlu01,Luis Lopez,2005,CIN
liefeje01,Jeff Liefer,2005,CLE
cancero01,Robinson Cancel,2005,STL
bellda01,David Bell,2006,MIL
randajo01,Joe Randa,2006,PIT
castivi02,Vinny Castilla,2006,COL
guielaa01,Aaron Guiel,2006,NYY
kaplega01,Gabe Kapler,2006,BOS
burnije01,Jeromy Burnitz,2006,PIT
longte01,Terrence Long,2006,NYY
hollida02,Damon Hollins,2006,TBD
hollato01,Todd Hollandsworth,2006,CIN
hyzduad01,Adam Hyzdu,2006,TEX
childja01,Jason Childers,2006,TBD
mabeuch01,Chris Mabeus,2006,MIL
diazjo01,Jose Diaz,2006,KCR
mccraqu01,Quinton McCracken,2006,MIN
prattto02,Todd Pratt,2006,ATL
mateohe01,Henry Mateo,2006,WSN
etherse01,Seth Etherton,2006,KCR
tuckemi01,Michael Tucker,2006,NYM
widgech01,Chris Widger,2006,BAL
younger01,Eric Young,2006,TEX
willibe01,Bernie Williams,2006,NYY
alfoned01,Edgardo Alfonzo,2006,NYM
jordabr01,Brian Jordan,2006,ATL
simonra01,Randall Simon,2006,PHI
aldrico01,Cory Aldridge,2006,CHW
knighbr01,Brandon Knight,2006,PIT
bondsba01,Barry Bonds,2007,SFG
loftoke01,Kenny Lofton,2007,CLE
graffto01,Tony Graffanino,2007,MIL
cirilje01,Jeff Cirillo,2007,ARI
piazzmi01,Mike Piazza,2007,OAK
fordle01,Lew Ford,2007,MIN
sandere01,Reggie Sanders,2007,KCR
perezne01,Neifi Perez,2007,DET
kleskry01,Ryan Klesko,2007,SFG
milleda02,Damian Miller,2007,MIL
bellhma01,Mark Bellhorn,2007,CIN
liebemi01,Mike Lieberthal,2007,LAD
hillesh02,Shea Hillenbrand,2007,LAD
greensh01,Shawn Green,2007,NYM
ledeeri01,Ricky Ledee,2007,NYM
bocachi01,Hiram Bocachica,2007,SDP
rakeraa01,Aaron Rakers,2007,SDP
furmajj01,J.J. Furmaniak,2007,OAK
mcleama01,Marty McLeary,2007,PIT
whitero02,Rondell White,2007,MIN
schulmi01,Mike Schultz,2007,ARI
urdanli01,Lino Urdaneta,2007,NYM
hernayo01,Yoel Hernandez,2007,PHI
barryke01,Kevin Barry,2007,ATL
francju01,Julio Franco,2007,ATL
alomasa01,Sandy Alomar,2007,NYM
rabejo01,Josh Rabe,2007,MIN
claytro01,Royce Clayton,2007,BOS
palmeor01,Orlando Palmeiro,2007,HOU
ryanmi01,Mike Ryan,2007,PIT
sosasa01,Sammy Sosa,2007,TEX
relafde01,Desi Relaford,2007,TEX
stinnke01,Kelly Stinnett,2007,STL
wilsopr01,Preston Wilson,2007,STL
grudzma01,Mark Grudzielanek,2008,KCR
thomafr03,Frank Thomas,2008,OAK
aloumo01,Moises Alou,2008,NYM
durhara01,Ray Durham,2008,MIL
iguchta01,Tadahito Iguchi,2008,PHI
kentje01,Jeff Kent,2008,LAD
paytoja01,Jay Payton,2008,BAL
loducpa01,Paul Lo Duca,2008,FLA
edmonji01,Jim Edmonds,2008,CHC
easleda01,Damion Easley,2008,NYM
gonzalu01,Luis Gonzalez,2008,FLA
menchke01,Kevin Mench,2008,TOR
bohntj01,T.J. Bohn,2008,PHI
casanra01,Raul Casanova,2008,NYM
woodja02,Jason Wood,2008,FLA
clarkbr02,Brady Clark,2008,NYM
caseyse01,Sean Casey,2008,BOS
dantoja01,Jamie D'Antona,2008,ARI
sweenma01,Mark Sweeney,2008,LAD
washiri01,Rico Washington,2008,STL
salasma02,Marino Salas,2008,PIT
aguilch01,Chris Aguila,2008,NYM
crucefr01,Francisco Cruceta,2008,DET
perryja01,Jason Perry,2008,ATL
perezto03,Tomas Perez,2008,HOU
bennega01,Gary Bennett,2008,LAD
nunezab01,Abraham Nunez,2008,NYM
watsoma02,Matt Watson,2008,TOR
credejo01,Joe Crede,2009,MIN
sheffga01,Gary Sheffield,2009,NYM
johjike01,Kenji Johjima,2009,SEA
delgaca01,Carlos Delgado,2009,NYM
dyeje01,Jermaine Dye,2009,CHW
baldero01,Rocco Baldelli,2009,BOS
graffto01,Tony Graffanino,2009,CLE
loretma01,Mark Loretta,2009,LAD
fordle01,Lew Ford,2009,CIN
gonzaed01,Edgar Gonzalez,2009,SDP
cancero01,Robinson Cancel,2009,NYM
barkeke01,Kevin Barker,2009,CIN
martica02,Carlos Martinez,2009,FLA
fioreje01,Jeff Fiorentino,2009,BAL
erstada01,Darin Erstad,2009,HOU
nortogr01,Greg Norton,2009,ATL
booneaa01,Aaron Boone,2009,HOU
smithja05,Jason Smith,2009,HOU
freelry01,Ryan Freel,2009,TEX
garcino01,Nomar Garciaparra,2009,OAK
bakopa01,Paul Bako,2009,PHI
aurilri01,Rich Aurilia,2009,SFG
martira02,Ramon Martinez,2009,NYM
riverre01,Rene Rivera,2009,NYM
guzmacr01,Cristian Guzman,2010,TEX
glaustr01,Troy Glaus,2010,ATL
churcry01,Ryan Church,2010,ARI
tatisfe01,Fernando Tatis,2010,NYM
eckstda01,David Eckstein,2010,SDP
lowelmi01,Mike Lowell,2010,BOS
garkory01,Ryan Garko,2010,TEX
sweenmi01,Mike Sweeney,2010,PHI
paytoja01,Jay Payton,2010,COL
aybarwi01,Willy Aybar,2010,TBR
baldero01,Rocco Baldelli,2010,TBR
matsuka01,Kazuo Matsui,2010,COL
molinbe01,Bengie Molina,2010,TEX
threeer01,Erick Threets,2010,CHW
hessmmi01,Mike Hessman,2010,NYM
manuero01,Robert Manuel,2010,BOS
ausmubr01,Brad Ausmus,2010,LAD
watsoma02,Matt Watson,2010,OAK
larueja01,Jason LaRue,2010,STL
maclaev01,Evan MacLane,2010,STL
aldrico01,Cory Aldridge,2010,LAA
sternad01,Adam Stern,2010,MIL
menchke01,Kevin Mench,2010,WSN
ryanmi01,Mike Ryan,2010,LAA
bowerce01,Cedrick Bowers,2010,OAK
burkeja02,Jamie Burke,2010,WSN
lugoju01,Julio Lugo,2010,BAL
lambmi01,Mike Lamb,2010,FLA
tracych01,Chad Tracy,2010,FLA
guilljo01,Jose Guillen,2010,SFG
leede02,Derrek Lee,2011,PIT
drewjd01,J.D. Drew,2011,BOS
matsuhi01,Hideki Matsui,2011,OAK
counscr01,Craig Counsell,2011,MIL
lopezfe01,Felipe Lopez,2011,MIL
varitja01,Jason Varitek,2011,BOS
guerrvl01,Vladimir Guerrero,2011,BAL
posadjo01,Jorge Posada,2011,NYY
burrepa01,Pat Burrell,2011,SFG
castrra01,Ramon Castro,2011,CHW
ordonma01,Magglio Ordonez,2011,DET
germaes01,Esteban German,2011,TEX
gloadro01,Ross Gload,2011,PHI
millela02,Lastings Milledge,2011,CHW
rodriiv01,Ivan Rodriguez,2011,WSN
lucydo01,Donny Lucy,2011,CHW
martean01,Andy Marte,2011,PIT
penawi01,Wily Mo Pena,2011,SEA
renteed01,Edgar Renteria,2011,CIN
hammoro01,Robby Hammock,2011,ARI
cancero01,Robinson Cancel,2011,HOU
corteda02,Dan Cortes,2011,SEA
gathrjo01,Joey Gathright,2011,BOS
johnsal02,Alan Johnson,2011,COL
willire03,Reggie Willits,2011,LAA
lewisro01,Rommie Lewis,2011,TOR
sardida01,Dane Sardinha,2011,PHI
worrema01,Mark Worrell,2011,BAL
cabreor01,Orlando Cabrera,2011,SFG
reedje03,Jeremy Reed,2011,MIN
milesaa01,Aaron Miles,2011,LAD
rolensc01,Scott Rolen,2012,CIN
huffau01,Aubrey Huff,2012,SFG
thomeji01,Jim Thome,2012,BAL
abreubo01,Bobby Abreu,2012,LAD
jonesan01,Andruw Jones,2012,NYY
morgany01,Nyjer Morgan,2012,MIL
leeca01,Carlos Lee,2012,MIA
cairomi01,Miguel Cairo,2012,CIN
kennead01,Adam Kennedy,2012,LAD
lopezjo01,Jose Lopez,2012,CHW
mcgehca01,Casey McGehee,2012,NYY
hughelu01,Luke Hughes,2012,TOR
repkoja01,Jason Repko,2012,BOS
theriry01,Ryan Theriot,2012,SFG
conrabr01,Brooks Conrad,2012,TBR
lewisfr01,Fred Lewis,2012,NYM
egberja01,Jack Egbert,2012,NYM
grahaty01,Tyler Graham,2012,ARI
sizemgr01,Grady Sizemore,2012,CLE
burrose01,Sean Burroughs,2012,MIN
cardead01,Adrian Cardenas,2012,CHC
podsesc01,Scott Podsednik,2012,BOS
rottivi01,Vinny Rottino,2012,CLE
treanma01,Matt Treanor,2012,LAD
schnebr01,Brian Schneider,2012,PHI
lunahe01,Hector Luna,2012,PIT
harriwi01,Willie Harris,2012,CIN
youklke01,Kevin Youkilis,2013,NYY
moralke01,Kendrys Morales,2013,SEA
drewst01,Stephen Drew,2013,BOS
berkmla01,Lance Berkman,2013,TEX
polanpl01,Placido Polanco,2013,MIA
hafnetr01,Travis Hafner,2013,NYY
shoppke01,Kelly Shoppach,2013,CLE
torrean02,Andres Torres,2013,SFG
heltoto01,Todd Helton,2013,COL
hairsje01,Jerry Hairston,2013,LAD
pierrju01,Juan Pierre,2013,MIA
scottlu01,Luke Scott,2013,TBR
tejadmi01,Miguel Tejada,2013,KCR
robinde02,Derrick Robinson,2013,CIN
phillza01,Zach Phillips,2013,MIA
devrico01,Cole De Vries,2013,MIN
guzmafr01,Freddy Guzman,2013,TBR
mahonjo01,Joe Mahoney,2013,MIA
martish01,Shairon Martis,2013,MIN
robinch02,Chris Robinson,2013,SDP
velazgi01,Gil Velazquez,2013,MIA
brownjo05,Jordan Brown,2013,MIA
greenni01,Nick Green,2013,MIA
clarkco01,Cody Clark,2013,HOU
youngmi02,Michael Young,2013,LAD
kearnau01,Austin Kearns,2013,MIA
langery01,Ryan Langerhans,2013,TOR
martife02,Fernando Martinez,2013,NYY
diazma02,Matt Diaz,2013,MIA
kotsama01,Mark Kotsay,2013,SDP
piefe01,Felix Pie,2013,PIT
francbe01,Ben Francisco,2013,SDP
betanyu01,Yuniesky Betancourt,2013,MIL
huffmch01,Chad Huffman,2013,STL
ellisma01,Mark Ellis,2014,STL
willijo03,Josh Willingham,2014,KCR
jeterde01,Derek Jeter,2014,NYY
doumiry01,Ryan Doumit,2014,ATL
fifest01,Stephen Fife,2014,LAD
kouzmke01,Kevin Kouzmanoff,2014,TEX
mcdonjo01,John McDonald,2014,LAA
brownan01,Andrew Brown,2014,OAK
guzmaje01,Jesus Guzman,2014,HOU
hairssc01,Scott Hairston,2014,WSN
grubeja01,Jarrett Grube,2014,LAA
hannaja01,Jack Hannahan,2014,CIN
andinro01,Robert Andino,2014,PIT
ibanera01,Raul Ibanez,2014,KCR
martean01,Andy Marte,2014,ARI
overbly01,Lyle Overbay,2014,MIL
marrech01,Chris Marrero,2014,BAL
sanchga01,Gaby Sanchez,2014,PIT
abreuto01,Tony Abreu,2014,SFG
konerpa01,Paul Konerko,2014,CHW
abreubo01,Bobby Abreu,2014,NYM
hernape02,Pedro Hernandez,2014,COL
giambja01,Jason Giambi,2014,CLE
kalisry01,Ryan Kalish,2014,CHC
dobbsgr01,Greg Dobbs,2014,WSN
morneju01,Justin Morneau,2015,COL
dejesda01,David DeJesus,2015,LAA
hunteto01,Torii Hunter,2015,MIN
ramirar01,Aramis Ramirez,2015,PIT
riosal01,Alex Rios,2015,KCR
wilsojo03,Josh Wilson,2015,DET
rosarwi01,Wilin Rosario,2015,COL
bogusbr01,Brian Bogusevic,2015,PHI
pinoyo01,Yohan Pino,2015,KCR
bochybr02,Brett Bochy,2015,SFG
depaujo02,Jose De Paula,2015,NYY
hatlema01,Marcus Hatley,2015,STL
stanlco01,Cody Stanley,2015,STL
tartatr01,Travis Tartamella,2015,STL
cordier01,Erik Cordier,2015,MIA
jaimeju01,Juan Jaime,2015,LAD
dornda01,Danny Dorn,2015,TOR
frandke01,Kevin Frandsen,2015,SFG
gomezhe01,Hector Gomez,2015,SDP
herrejo03,Jonathan Herrera,2015,CHC
morelbr01,Brent Morel,2015,OAK
sizemgr01,Grady Sizemore,2015,TBR
gomesjo01,Jonny Gomes,2015,KCR
marimsu01,Sugar Ray Marimon,2015,ATL
hartco01,Corey Hart,2015,PIT
ugglada01,Dan Uggla,2015,WSN
byrdma01,Marlon Byrd,2016,CLE
teixema01,Mark Teixeira,2016,NYY
morneju01,Justin Morneau,2016,CHW
navardi01,Dioner Navarro,2016,TOR
ramiral03,Alexei Ramirez,2016,TBR
rossda01,David Ross,2016,CHC
johnske05,Kelly Johnson,2016,NYM
venabwi01,Will Venable,2016,LAD
paganan01,Angel Pagan,2016,SFG
penara02,Ramiro Pena,2016,SFG
crispco01,Coco Crisp,2016,CLE
leeda02,Dae-ho Lee,2016,SEA
floreke01,Kendry Flores,2016,MIA
paredji01,Jimmy Paredes,2016,PHI
beresja01,James Beresford,2016,MIN
morriaj01,A.J. Morris,2016,CIN
gilleco01,Cole Gillespie,2016,MIA
mcgehca01,Casey McGehee,2016,DET
deanpa02,Pat Dean,2016,MIN
figueco01,Cole Figueroa,2016,MIA
scrugxa01,Xavier Scruggs,2016,MIA
guilmpr01,Preston Guilmet,2016,DET
hayesdr01,Drew Hayes,2016,CIN
mastrda01,Darin Mastroianni,2016,TEX
reimono01,Nolan Reimold,2016,BAL
campber01,Eric Campbell,2016,NYM
melviti01,Tim Melville,2016,CIN
pierzaj01,A.J. Pierzynski,2016,ATL
roachdo01,Donn Roach,2016,OAK
parmech01,Chris Parmelee,2016,NYY
sandsje01,Jerry Sands,2016,CHW
francje02,Jeff Francoeur,2016,MIA
huntece01,Cedric Hunter,2016,PHI
wilkian01,Andy Wilkins,2016,MIL
wielajo01,Joe Wieland,2016,ATL
butlebi03,Billy Butler,2016,NYY
pachejo01,Jordan Pacheco,2016,ATL
cloydty01,Tyler Cloyd,2016,NYY
