playerID,year,team
prietch01,2005,LAA
chrisja01,2005,LAA
hockide01,2005,KCA
torcato01,2005,SFN
simonra01,2006,PHI
guielaa01,2006,NYA
wilsokr01,2006,NYA
longte01,2006,NYA
smallaa01,2006,NYA
willibe01,2006,NYA
sweenbr01,2006,SDN
fernaja01,2006,MIL
helliri01,2006,MIL
mabeuch01,2006,MIL
bellda01,2006,MIL
mccraqu01,2006,MIN
radkebr01,2006,MIN
carragi01,2006,LAN
cartela02,2006,LAN
jordabr01,2006,ATL
prattto02,2006,ATL
jarvike01,2006,BOS
kaplega01,2006,BOS
percitr01,2006,DET
johnsja02,2006,CIN
merckke01,2006,CIN
hollato01,2006,CIN
castivi02,2006,COL
younger01,2006,TEX
hyzduad01,2006,TEX
clemero02,2006,HOU
aldrico01,2006,CHA
delosva01,2006,CHA
diazjo01,2006,KCA
louxsh01,2006,KCA
yanes01,2006,KCA
etherse01,2006,KCA
tuckemi01,2006,NYN
alfoned01,2006,NYN
bacsimi01,2006,ARI
manonju01,2006,BAL
widgech01,2006,BAL
abreuwi01,2006,BAL
vogelry01,2006,PIT
knighbr01,2006,PIT
burnije01,2006,PIT
reamebr01,2006,PIT
randajo01,2006,PIT
meadobr01,2006,TBA
hollida02,2006,TBA
harpetr01,2006,TBA
childja01,2006,TBA
clemero02,2007,NYA
milleda02,2007,MIL
graffto01,2007,MIL
rabejo01,2007,MIN
whitero02,2007,MIN
fordle01,2007,MIN
willije02,2007,MIN
kennejo04,2007,TOR
barryke01,2007,ATL
cormirh01,2007,ATL
francju01,2007,ATL
claytro01,2007,BOS
perezne01,2007,DET
bellhma01,2007,CIN
miltoer01,2007,CIN
greensh01,2007,NYN
seleaa01,2007,NYN
alomasa01,2007,NYN
urdanli01,2007,NYN
ledeeri01,2007,NYN
willida07,2007,NYN
harikti01,2007,COL
lopezro01,2007,COL
serafda01,2007,COL
ortizra01,2007,COL
willito02,2007,COL
furmajj01,2007,OAK
piazzmi01,2007,OAK
woodmi01,2007,TEX
chenbr01,2007,TEX
otsukak01,2007,TEX
relafde01,2007,TEX
sosasa01,2007,TEX
thomabr01,2007,SEA
ryanmi01,2007,PIT
prinzbr01,2007,PIT
mcleama01,2007,PIT
stinnke01,2007,SLN
wilsopr01,2007,SLN
loftoke01,2007,CLE
palmeor01,2007,HOU
drisktr01,2007,HOU
kleskry01,2007,SFN
bondsba01,2007,SFN
ortizru01,2007,SFN
alfonan01,2007,PHI
hernayo01,2007,PHI
garcifr01,2007,PHI
mesajo01,2007,PHI
bocachi01,2007,SDN
rakeraa01,2007,SDN
hillesh02,2007,LAN
liebemi01,2007,LAN
carmofa01,2007,LAN
wellsda01,2007,LAN
sandere01,2007,KCA
thomsjo01,2007,KCA
wickmbo01,2007,ARI
schulmi01,2007,ARI
cirilje01,2007,ARI
seoja01,2007,TBA
mussimi01,2008,NYA
sheetbe01,2008,MIL
durhara01,2008,MIL
menchke01,2008,TOR
watsoma02,2008,TOR
perryja01,2008,ATL
jamesch03,2008,ATL
caseyse01,2008,BOS
timlimi01,2008,BOS
byrdpa01,2008,BOS
crucefr01,2008,DET
lopezaq01,2008,DET
jonesto02,2008,DET
merckke01,2008,CIN
clarkbr02,2008,NYN
aloumo01,2008,NYN
martipe02,2008,NYN
rincori01,2008,NYN
easleda01,2008,NYN
nunezab01,2008,NYN
casanra01,2008,NYN
wisema01,2008,NYN
aguilch01,2008,NYN
paytoja01,2008,BAL
bukviry01,2008,BAL
redmama01,2008,COL
elartsc01,2008,CLE
salasma02,2008,PIT
liebejo01,2008,CHN
edmonji01,2008,CHN
washiri01,2008,SLN
muldema01,2008,SLN
foulkke01,2008,OAK
thomafr03,2008,OAK
hernaru03,2008,HOU
perezto03,2008,HOU
kingra01,2008,HOU
germafr01,2008,CHA
bohntj01,2008,PHI
iguchta01,2008,PHI
seaneru01,2008,PHI
falkebr01,2008,SDN
germaju01,2008,SDN
kentje01,2008,LAN
bennega01,2008,LAN
maddugr01,2008,LAN
sweenma01,2008,LAN
dohmasc01,2008,TBA
grudzma01,2008,KCA
dantoja01,2008,ARI
weathda01,2009,MIL
loopebr01,2009,MIL
credejo01,2009,MIN
wolfebr01,2009,TOR
carlybu01,2009,ATL
nortogr01,2009,ATL
baldero01,2009,BOS
trabebi01,2009,BOS
byrdpa01,2009,BOS
willije02,2009,OAK
hampsju01,2009,OAK
gonzaed01,2009,OAK
garcino01,2009,OAK
fordle01,2009,CIN
barkeke01,2009,CIN
riverre01,2009,NYN
sheffga01,2009,NYN
delgaca01,2009,NYN
martira02,2009,NYN
cancero01,2009,NYN
fioreje01,2009,BAL
ruschgl01,2009,COL
eatonad01,2009,COL
washbja01,2009,DET
freelry01,2009,TEX
messera01,2009,SEA
johjike01,2009,SEA
starkde01,2009,SEA
juliojo01,2009,PIT
bootcch01,2009,PIT
fossuca01,2009,CHN
foxch02,2009,CHN
smoltjo01,2009,SLN
graffto01,2009,CLE
ohkato01,2009,CLE
sadlebi01,2009,HOU
hamptmi01,2009,HOU
erstada01,2009,HOU
smithja05,2009,HOU
booneaa01,2009,HOU
brocado01,2009,HOU
dyeje01,2009,CHA
martipe02,2009,PHI
bakopa01,2009,PHI
eyresc01,2009,PHI
gonzaed01,2009,SDN
schmija01,2009,LAN
miltoer01,2009,LAN
loretma01,2009,LAN
isrinja01,2009,TBA
percitr01,2009,TBA
bradfch01,2009,TBA
sprinru01,2009,TBA
waechdo01,2009,KCA
yabutya01,2009,KCA
johnsra03,2009,SFN
aurilri01,2009,SFN
pettian01,2010,NYA
sternad01,2010,MIL
hoffmtr01,2010,MIL
glaustr01,2010,ATL
lowelmi01,2010,BOS
manuero01,2010,BOS
ramired01,2010,OAK
bowerce01,2010,OAK
sheetbe01,2010,OAK
watsoma02,2010,OAK
lincomi01,2010,CIN
sprinru01,2010,CIN
tatisfe01,2010,NYN
hessmmi01,2010,NYN
desseel01,2010,NYN
lugoju01,2010,BAL
paytoja01,2010,COL
matsuka01,2010,COL
bondeje01,2010,DET
churcry01,2010,ARI
bensokr01,2010,ARI
rosalle01,2010,ARI
guzmacr01,2010,TEX
garkory01,2010,TEX
nippedu01,2010,TEX
molinbe01,2010,TEX
parkch01,2010,PIT
larueja01,2010,SLN
maclaev01,2010,SLN
riversa01,2010,CLE
moehlbr01,2010,HOU
majewga01,2010,HOU
threeer01,2010,CHA
sweenmi01,2010,PHI
moyerja01,2010,PHI
eckstda01,2010,SDN
weaveje01,2010,LAN
ausmubr01,2010,LAN
aybarwi01,2010,TBA
kensilo01,2010,TBA
baldero01,2010,TBA
aldrico01,2010,LAA
ryanmi01,2010,LAA
shielsc01,2010,LAA
bannibr01,2010,KCA
meddebr01,2010,SFN
guilljo01,2010,SFN
posadjo01,2011,NYA
mitrese01,2011,NYA
proctsc01,2011,NYA
difelma01,2011,MIL
counscr01,2011,MIL
lopezfe01,2011,MIL
reedje03,2011,MIN
lewisro01,2011,TOR
davieky01,2011,TOR
drewjd01,2011,BOS
varitja01,2011,BOS
gathrjo01,2011,BOS
wakefti01,2011,BOS
willira01,2011,BOS
ordonma01,2011,DET
pennybr01,2011,DET
thomabr01,2011,DET
gonzaen01,2011,DET
renteed01,2011,CIN
buchhta01,2011,NYN
worrema01,2011,BAL
guerrvl01,2011,BAL
johnsal02,2011,COL
gonzami01,2011,TEX
germaes01,2011,TEX
penawi01,2011,SEA
corteda02,2011,SEA
talbomi01,2011,CLE
martean01,2011,PIT
leede02,2011,PIT
burrepa01,2011,SFN
cabreor01,2011,SFN
rhodear01,2011,SLN
harderi01,2011,OAK
matsuhi01,2011,OAK
cancero01,2011,HOU
millela02,2011,CHA
lucydo01,2011,CHA
castrra01,2011,CHA
sardida01,2011,PHI
gloadro01,2011,PHI
oswalro01,2011,PHI
milesaa01,2011,LAN
garlajo01,2011,LAN
cormila01,2011,TBA
willire03,2011,LAA
ramirho01,2011,LAA
hammoro01,2011,ARI
mcgehca01,2012,NYA
jonesan01,2012,NYA
igarary01,2012,NYA
morgany01,2012,MIL
dillati01,2012,MIL
chulkvi01,2012,MIL
hernali01,2012,MIL
pavanca01,2012,MIN
burrose01,2012,MIN
hughelu01,2012,TOR
richmsc01,2012,TOR
sheetbe01,2012,ATL
padilvi01,2012,BOS
repkoja01,2012,BOS
podsesc01,2012,BOS
rolensc01,2012,CIN
cairomi01,2012,CIN
harriwi01,2012,CIN
egberja01,2012,NYN
acostma01,2012,NYN
lewisfr01,2012,NYN
thomeji01,2012,BAL
wolfra02,2012,BAL
evelada01,2012,BAL
oswalro01,2012,TEX
zambrca01,2012,MIA
leeca01,2012,MIA
millwke01,2012,SEA
pauleda01,2012,SEA
lunahe01,2012,PIT
slatedo01,2012,PIT
cardead01,2012,CHN
socolmi01,2012,CHN
pennybr01,2012,SFN
wilsobr01,2012,SFN
motagu01,2012,SFN
theriry01,2012,SFN
huffau01,2012,SFN
fuentbr01,2012,SLN
rottivi01,2012,CLE
sizemgr01,2012,CLE
seddoch01,2012,CLE
rodrian01,2012,HOU
delroen01,2012,HOU
lopezjo01,2012,CHA
schnebr01,2012,PHI
moseldu01,2012,SDN
wellski01,2012,SDN
treanma01,2012,LAN
coffeto01,2012,LAN
abreubo01,2012,LAN
kennead01,2012,LAN
conrabr01,2012,TBA
isrinja01,2012,LAA
grahaty01,2012,ARI
saitota01,2012,ARI
youklke01,2013,NYA
hafnetr01,2013,NYA
riverma01,2013,NYA
martife02,2013,NYA
pettian01,2013,NYA
narvech01,2013,MIL
betanyu01,2013,MIL
martish01,2013,MIN
devrico01,2013,MIN
ortizra01,2013,TOR
langery01,2013,TOR
oliveda02,2013,TOR
bushda01,2013,TOR
marticr01,2013,ATL
drewst01,2013,BOS
hanrajo01,2013,BOS
doteloc01,2013,DET
jurrjja01,2013,DET
bondeje01,2013,DET
robinde02,2013,CIN
reynogr01,2013,CIN
hennse01,2013,NYN
felicpe01,2013,NYN
byrdati01,2013,NYN
heltoto01,2013,COL
takahhi01,2013,COL
oswalro01,2013,COL
okajihi01,2013,OAK
mccleky01,2013,TEX
berkmla01,2013,TEX
blacktr01,2013,TEX
mahonjo01,2013,MIA
velazgi01,2013,MIA
greenni01,2013,MIA
pierrju01,2013,MIA
polanpl01,2013,MIA
phillza01,2013,MIA
kearnau01,2013,MIA
brownjo05,2013,MIA
diazma02,2013,MIA
moralke01,2013,SEA
piefe01,2013,PIT
greggke01,2013,CHN
burneal01,2013,CHN
bowdemi01,2013,CHN
martevi01,2013,SLN
westbja01,2013,SLN
huffmch01,2013,SLN
shoppke01,2013,CLE
clarkco01,2013,HOU
hallaro01,2013,PHI
kotsama01,2013,SDN
marquja01,2013,SDN
robinch02,2013,SDN
richacl01,2013,SDN
francbe01,2013,SDN
hairsje01,2013,LAN
youngmi02,2013,LAN
scottlu01,2013,TBA
guzmafr01,2013,TBA
bucknbi02,2013,LAA
tejadmi01,2013,KCA
moscogu01,2013,SFN
torrean02,2013,SFN
zitoba01,2013,SFN
kurodhi01,2014,NYA
jeterde01,2014,NYA
bucknbi02,2014,MIL
overbly01,2014,MIL
valdera02,2014,TOR
doumiry01,2014,ATL
brownan01,2014,OAK
ondrulo01,2014,CIN
belltr01,2014,CIN
hannaja01,2014,CIN
abreubo01,2014,NYN
matsuda01,2014,NYN
ramirra02,2014,BAL
marrech01,2014,BAL
hernape02,2014,COL
reedev01,2014,DET
martean01,2014,ARI
figaral01,2014,TEX
feierry01,2014,TEX
kouzmke01,2014,TEX
figuepe01,2014,TEX
sanchga01,2014,PIT
andinro01,2014,PIT
kalisry01,2014,CHN
ellisma01,2014,SLN
giambja01,2014,CLE
guzmaje01,2014,HOU
konerpa01,2014,CHA
pattotr01,2014,SDN
beckejo02,2014,LAN
fifest01,2014,LAN
luekejo01,2014,TBA
grubeja01,2014,LAA
leblawa01,2014,LAA
burnese01,2014,LAA
brasiry01,2014,LAA
mcdonjo01,2014,LAA
willijo03,2014,KCA
ibanera01,2014,KCA
abreuto01,2014,SFN
depaujo02,2015,NYA
davieky01,2015,NYA
lohseky01,2015,MIL
hunteto01,2015,MIN
hawkila01,2015,TOR
dornda01,2015,TOR
buehrma01,2015,TOR
francje01,2015,TOR
carpeda01,2015,ATL
marimsu01,2015,ATL
kohnmi01,2015,ATL
wolfra02,2015,DET
wilsojo03,2015,DET
nathajo01,2015,DET
handdo01,2015,CIN
balesco01,2015,CIN
morneju01,2015,COL
rosarwi01,2015,COL
cordier01,2015,MIA
beimejo01,2015,SEA
marcush01,2015,CLE
hartco01,2015,PIT
ramirar01,2015,PIT
burneaj01,2015,PIT
herrejo03,2015,CHN
harenda01,2015,CHN
hatlema01,2015,SLN
tartatr01,2015,SLN
stanlco01,2015,SLN
zitoba01,2015,OAK
morelbr01,2015,OAK
noesihe01,2015,CHA
willije02,2015,PHI
haranaa01,2015,PHI
bogusbr01,2015,PHI
billich01,2015,PHI
gomezhe01,2015,SDN
thielca01,2015,SDN
bakersc01,2015,LAN
jaimeju01,2015,LAN
sizemgr01,2015,TBA
teafoev01,2015,TBA
dejesda01,2015,LAA
gomesjo01,2015,KCA
hollagr01,2015,KCA
pinoyo01,2015,KCA
riosal01,2015,KCA
linceti01,2015,SFN
bochybr02,2015,SFN
frandke01,2015,SFN
hudsoti01,2015,SFN
affelje01,2015,SFN
teixema01,2016,NYA
parmech01,2016,NYA
cloydty01,2016,NYA
butlebi03,2016,NYA
capuach01,2016,MIL
wilkian01,2016,MIL
deanpa02,2016,MIN
beresja01,2016,MIN
floreke01,2016,MIA
francje02,2016,MIA
scrugxa01,2016,MIA
figueco01,2016,MIA
gilleco01,2016,MIA
pachejo01,2016,ATL
wielajo01,2016,ATL
pierzaj01,2016,ATL
osullse01,2016,BOS
guilmpr01,2016,DET
mcgehca01,2016,DET
morriaj01,2016,CIN
melviti01,2016,CIN
ohlenro01,2016,CIN
hayesdr01,2016,CIN
simonal01,2016,CIN
johnske05,2016,NYN
campber01,2016,NYN
reimono01,2016,BAL
germego01,2016,COL
roachdo01,2016,OAK
alvarhe01,2016,OAK
mastrda01,2016,TEX
lewisco01,2016,TEX
carrosc02,2016,TEX
navardi01,2016,TOR
diamosc01,2016,TOR
leeda02,2016,SEA
cokeph01,2016,PIT
rossda01,2016,CHN
willije02,2016,SLN
byrdma01,2016,CLE
manshje01,2016,CLE
crispco01,2016,CLE
fistedo01,2016,HOU
morneju01,2016,CHA
sandsje01,2016,CHA
paredji01,2016,PHI
herrmfr01,2016,PHI
huntece01,2016,PHI
villaca01,2016,SDN
venabwi01,2016,LAN
ramiral03,2016,TBA
linceti01,2016,LAA
hochelu01,2016,KCA
mazzavi01,2016,SFN
drabeky01,2016,SFN
peavyja01,2016,SFN
lopezja02,2016,SFN
paganan01,2016,SFN
penara02,2016,SFN
